Year,Education,Gender,Area,Major,Graduates,Employed
2014,32 Vocational upper secondary education and training,Females,Kanta-Häme,Education,,
2014,32 Vocational upper secondary education and training,Females,Pirkanmaa,Education,,
2014,32 Vocational upper secondary education and training,Females,Päijät-Häme,Education,,
2014,32 Vocational upper secondary education and training,Females,Kymenlaakso,Education,,
2014,32 Vocational upper secondary education and training,Females,South Karelia,Education,,
2014,32 Vocational upper secondary education and training,Females,Etelä-Savo,Education,,
2014,32 Vocational upper secondary education and training,Females,Pohjois-Savo,Education,,
2014,32 Vocational upper secondary education and training,Females,North Karelia,Education,,
2014,32 Vocational upper secondary education and training,Females,Central Finland,Education,,
2014,32 Vocational upper secondary education and training,Females,South Ostrobothnia,Education,,
2014,32 Vocational upper secondary education and training,Females,Ostrobothnia,Education,,
2014,32 Vocational upper secondary education and training,Females,Central Ostrobothnia,Education,,
2014,32 Vocational upper secondary education and training,Females,North Ostrobothnia,Education,,
2014,32 Vocational upper secondary education and training,Females,Kainuu,Education,,
2014,32 Vocational upper secondary education and training,Females,Lapland,Education,,
2014,32 Vocational upper secondary education and training,Females,Åland,Education,,
2014,32 Vocational upper secondary education and training,Females,Unknown,Education,,
2014,33 Further qualification,Both sexes,Total,Education,,
2014,33 Further qualification,Both sexes,Uusimaa,Education,,
2014,33 Further qualification,Both sexes,Varsinais-Suomi,Education,,
2014,33 Further qualification,Both sexes,Satakunta,Education,,
2014,33 Further qualification,Both sexes,Kanta-Häme,Education,,
2014,33 Further qualification,Both sexes,Pirkanmaa,Education,,
2014,33 Further qualification,Both sexes,Päijät-Häme,Education,,
2014,33 Further qualification,Both sexes,Kymenlaakso,Education,,
2014,33 Further qualification,Both sexes,South Karelia,Education,,
2014,33 Further qualification,Both sexes,Etelä-Savo,Education,,
2014,33 Further qualification,Both sexes,Pohjois-Savo,Education,,
2014,33 Further qualification,Both sexes,North Karelia,Education,,
2014,33 Further qualification,Both sexes,Central Finland,Education,,
2014,33 Further qualification,Both sexes,South Ostrobothnia,Education,,
2014,33 Further qualification,Both sexes,Ostrobothnia,Education,,
2014,33 Further qualification,Both sexes,Central Ostrobothnia,Education,,
2014,33 Further qualification,Both sexes,North Ostrobothnia,Education,,
2014,33 Further qualification,Both sexes,Kainuu,Education,,
2014,33 Further qualification,Both sexes,Lapland,Education,,
2014,33 Further qualification,Both sexes,Åland,Education,,
2014,33 Further qualification,Both sexes,Unknown,Education,,
2014,33 Further qualification,Males,Total,Education,,
2014,33 Further qualification,Males,Uusimaa,Education,,
2014,33 Further qualification,Males,Varsinais-Suomi,Education,,
2014,33 Further qualification,Males,Satakunta,Education,,
2014,33 Further qualification,Males,Kanta-Häme,Education,,
2014,33 Further qualification,Males,Pirkanmaa,Education,,
2014,33 Further qualification,Males,Päijät-Häme,Education,,
2014,33 Further qualification,Males,Kymenlaakso,Education,,
2014,33 Further qualification,Males,South Karelia,Education,,
2014,33 Further qualification,Males,Etelä-Savo,Education,,
2014,33 Further qualification,Males,Pohjois-Savo,Education,,
2014,33 Further qualification,Males,North Karelia,Education,,
2014,33 Further qualification,Males,Central Finland,Education,,
2014,33 Further qualification,Males,South Ostrobothnia,Education,,
2014,33 Further qualification,Males,Ostrobothnia,Education,,
2014,33 Further qualification,Males,Central Ostrobothnia,Education,,
2014,33 Further qualification,Males,North Ostrobothnia,Education,,
2014,33 Further qualification,Males,Kainuu,Education,,
2014,33 Further qualification,Males,Lapland,Education,,
2014,33 Further qualification,Males,Åland,Education,,
2014,33 Further qualification,Males,Unknown,Education,,
2014,33 Further qualification,Females,Total,Education,,
2014,33 Further qualification,Females,Uusimaa,Education,,
2014,33 Further qualification,Females,Varsinais-Suomi,Education,,
2014,33 Further qualification,Females,Satakunta,Education,,
2014,33 Further qualification,Females,Kanta-Häme,Education,,
2014,33 Further qualification,Females,Pirkanmaa,Education,,
2014,33 Further qualification,Females,Päijät-Häme,Education,,
2014,33 Further qualification,Females,Kymenlaakso,Education,,
2014,33 Further qualification,Females,South Karelia,Education,,
2014,33 Further qualification,Females,Etelä-Savo,Education,,
2014,33 Further qualification,Females,Pohjois-Savo,Education,,
2014,33 Further qualification,Females,North Karelia,Education,,
2014,33 Further qualification,Females,Central Finland,Education,,
2014,33 Further qualification,Females,South Ostrobothnia,Education,,
2014,33 Further qualification,Females,Ostrobothnia,Education,,
2014,33 Further qualification,Females,Central Ostrobothnia,Education,,
2014,33 Further qualification,Females,North Ostrobothnia,Education,,
2014,33 Further qualification,Females,Kainuu,Education,,
2014,33 Further qualification,Females,Lapland,Education,,
2014,33 Further qualification,Females,Åland,Education,,
2014,33 Further qualification,Females,Unknown,Education,,
2014,41 Specialist qualification,Both sexes,Total,Education,97,84
2014,41 Specialist qualification,Both sexes,Uusimaa,Education,15,13
2014,41 Specialist qualification,Both sexes,Varsinais-Suomi,Education,15,15
2014,41 Specialist qualification,Both sexes,Satakunta,Education,8,
2014,41 Specialist qualification,Both sexes,Kanta-Häme,Education,6,
2014,41 Specialist qualification,Both sexes,Pirkanmaa,Education,10,10
2014,41 Specialist qualification,Both sexes,Päijät-Häme,Education,2,
2014,41 Specialist qualification,Both sexes,Kymenlaakso,Education,5,
2014,41 Specialist qualification,Both sexes,South Karelia,Education,2,
2014,41 Specialist qualification,Both sexes,Etelä-Savo,Education,1,
2014,41 Specialist qualification,Both sexes,Pohjois-Savo,Education,1,
2014,41 Specialist qualification,Both sexes,North Karelia,Education,2,
2014,41 Specialist qualification,Both sexes,Central Finland,Education,4,
2014,41 Specialist qualification,Both sexes,South Ostrobothnia,Education,3,
2014,41 Specialist qualification,Both sexes,Ostrobothnia,Education,,
2014,41 Specialist qualification,Both sexes,Central Ostrobothnia,Education,1,
2014,41 Specialist qualification,Both sexes,North Ostrobothnia,Education,18,16
2014,41 Specialist qualification,Both sexes,Kainuu,Education,2,
2014,41 Specialist qualification,Both sexes,Lapland,Education,2,
2014,41 Specialist qualification,Both sexes,Åland,Education,,
2014,41 Specialist qualification,Both sexes,Unknown,Education,,
2014,41 Specialist qualification,Males,Total,Education,78,67
2014,41 Specialist qualification,Males,Uusimaa,Education,11,9
2014,41 Specialist qualification,Males,Varsinais-Suomi,Education,11,11
2014,41 Specialist qualification,Males,Satakunta,Education,7,
2014,41 Specialist qualification,Males,Kanta-Häme,Education,6,
2014,41 Specialist qualification,Males,Pirkanmaa,Education,9,
2014,41 Specialist qualification,Males,Päijät-Häme,Education,1,
2014,41 Specialist qualification,Males,Kymenlaakso,Education,3,
2014,41 Specialist qualification,Males,South Karelia,Education,1,
2014,41 Specialist qualification,Males,Etelä-Savo,Education,1,
2014,41 Specialist qualification,Males,Pohjois-Savo,Education,1,
2014,41 Specialist qualification,Males,North Karelia,Education,2,
2014,41 Specialist qualification,Males,Central Finland,Education,3,
2014,41 Specialist qualification,Males,South Ostrobothnia,Education,1,
2014,41 Specialist qualification,Males,Ostrobothnia,Education,,
2014,41 Specialist qualification,Males,Central Ostrobothnia,Education,1,
2014,41 Specialist qualification,Males,North Ostrobothnia,Education,18,16
2014,41 Specialist qualification,Males,Kainuu,Education,1,
2014,41 Specialist qualification,Males,Lapland,Education,1,
2014,41 Specialist qualification,Males,Åland,Education,,
2014,41 Specialist qualification,Males,Unknown,Education,,
2014,41 Specialist qualification,Females,Total,Education,19,17
2014,41 Specialist qualification,Females,Uusimaa,Education,4,
2014,41 Specialist qualification,Females,Varsinais-Suomi,Education,4,
2014,41 Specialist qualification,Females,Satakunta,Education,1,
2014,41 Specialist qualification,Females,Kanta-Häme,Education,,
2014,41 Specialist qualification,Females,Pirkanmaa,Education,1,
2014,41 Specialist qualification,Females,Päijät-Häme,Education,1,
2014,41 Specialist qualification,Females,Kymenlaakso,Education,2,
2014,41 Specialist qualification,Females,South Karelia,Education,1,
2014,41 Specialist qualification,Females,Etelä-Savo,Education,,
2014,41 Specialist qualification,Females,Pohjois-Savo,Education,,
2014,41 Specialist qualification,Females,North Karelia,Education,,
2014,41 Specialist qualification,Females,Central Finland,Education,1,
2014,41 Specialist qualification,Females,South Ostrobothnia,Education,2,
2014,41 Specialist qualification,Females,Ostrobothnia,Education,,
2014,41 Specialist qualification,Females,Central Ostrobothnia,Education,,
2014,41 Specialist qualification,Females,North Ostrobothnia,Education,,
2014,41 Specialist qualification,Females,Kainuu,Education,1,
2014,41 Specialist qualification,Females,Lapland,Education,1,
2014,41 Specialist qualification,Females,Åland,Education,,
2014,41 Specialist qualification,Females,Unknown,Education,,
2014,51 Post-secondary non-higher vocational education,Both sexes,Total,Education,,
2014,51 Post-secondary non-higher vocational education,Both sexes,Uusimaa,Education,,
2014,51 Post-secondary non-higher vocational education,Both sexes,Varsinais-Suomi,Education,,
2014,51 Post-secondary non-higher vocational education,Both sexes,Satakunta,Education,,
2014,51 Post-secondary non-higher vocational education,Both sexes,Kanta-Häme,Education,,
2014,51 Post-secondary non-higher vocational education,Both sexes,Pirkanmaa,Education,,
2014,51 Post-secondary non-higher vocational education,Both sexes,Päijät-Häme,Education,,
2014,51 Post-secondary non-higher vocational education,Both sexes,Kymenlaakso,Education,,
2014,51 Post-secondary non-higher vocational education,Both sexes,South Karelia,Education,,
2014,51 Post-secondary non-higher vocational education,Both sexes,Etelä-Savo,Education,,
2014,51 Post-secondary non-higher vocational education,Both sexes,Pohjois-Savo,Education,,
2014,51 Post-secondary non-higher vocational education,Both sexes,North Karelia,Education,,
2014,51 Post-secondary non-higher vocational education,Both sexes,Central Finland,Education,,
2014,51 Post-secondary non-higher vocational education,Both sexes,South Ostrobothnia,Education,,
2014,51 Post-secondary non-higher vocational education,Both sexes,Ostrobothnia,Education,,
2014,51 Post-secondary non-higher vocational education,Both sexes,Central Ostrobothnia,Education,,
2014,51 Post-secondary non-higher vocational education,Both sexes,North Ostrobothnia,Education,,
2014,51 Post-secondary non-higher vocational education,Both sexes,Kainuu,Education,,
2014,51 Post-secondary non-higher vocational education,Both sexes,Lapland,Education,,
2014,51 Post-secondary non-higher vocational education,Both sexes,Åland,Education,,
2014,51 Post-secondary non-higher vocational education,Both sexes,Unknown,Education,,
2014,51 Post-secondary non-higher vocational education,Males,Total,Education,,
2014,51 Post-secondary non-higher vocational education,Males,Uusimaa,Education,,
2014,51 Post-secondary non-higher vocational education,Males,Varsinais-Suomi,Education,,
2014,51 Post-secondary non-higher vocational education,Males,Satakunta,Education,,
2014,51 Post-secondary non-higher vocational education,Males,Kanta-Häme,Education,,
2014,51 Post-secondary non-higher vocational education,Males,Pirkanmaa,Education,,
2014,51 Post-secondary non-higher vocational education,Males,Päijät-Häme,Education,,
2014,51 Post-secondary non-higher vocational education,Males,Kymenlaakso,Education,,
2014,51 Post-secondary non-higher vocational education,Males,South Karelia,Education,,
2014,51 Post-secondary non-higher vocational education,Males,Etelä-Savo,Education,,
2014,51 Post-secondary non-higher vocational education,Males,Pohjois-Savo,Education,,
2014,51 Post-secondary non-higher vocational education,Males,North Karelia,Education,,
2014,51 Post-secondary non-higher vocational education,Males,Central Finland,Education,,
2014,51 Post-secondary non-higher vocational education,Males,South Ostrobothnia,Education,,
2014,51 Post-secondary non-higher vocational education,Males,Ostrobothnia,Education,,
2014,51 Post-secondary non-higher vocational education,Males,Central Ostrobothnia,Education,,
2014,51 Post-secondary non-higher vocational education,Males,North Ostrobothnia,Education,,
2014,51 Post-secondary non-higher vocational education,Males,Kainuu,Education,,
2014,51 Post-secondary non-higher vocational education,Males,Lapland,Education,,
2014,51 Post-secondary non-higher vocational education,Males,Åland,Education,,
2014,51 Post-secondary non-higher vocational education,Males,Unknown,Education,,
2014,51 Post-secondary non-higher vocational education,Females,Total,Education,,
2014,51 Post-secondary non-higher vocational education,Females,Uusimaa,Education,,
2014,51 Post-secondary non-higher vocational education,Females,Varsinais-Suomi,Education,,
2014,51 Post-secondary non-higher vocational education,Females,Satakunta,Education,,
2014,51 Post-secondary non-higher vocational education,Females,Kanta-Häme,Education,,
2014,51 Post-secondary non-higher vocational education,Females,Pirkanmaa,Education,,
2014,51 Post-secondary non-higher vocational education,Females,Päijät-Häme,Education,,
2014,51 Post-secondary non-higher vocational education,Females,Kymenlaakso,Education,,
2014,51 Post-secondary non-higher vocational education,Females,South Karelia,Education,,
2014,51 Post-secondary non-higher vocational education,Females,Etelä-Savo,Education,,
2014,51 Post-secondary non-higher vocational education,Females,Pohjois-Savo,Education,,
2014,51 Post-secondary non-higher vocational education,Females,North Karelia,Education,,
2014,51 Post-secondary non-higher vocational education,Females,Central Finland,Education,,
2014,51 Post-secondary non-higher vocational education,Females,South Ostrobothnia,Education,,
2014,51 Post-secondary non-higher vocational education,Females,Ostrobothnia,Education,,
2014,51 Post-secondary non-higher vocational education,Females,Central Ostrobothnia,Education,,
2014,51 Post-secondary non-higher vocational education,Females,North Ostrobothnia,Education,,
2014,51 Post-secondary non-higher vocational education,Females,Kainuu,Education,,
2014,51 Post-secondary non-higher vocational education,Females,Lapland,Education,,
2014,51 Post-secondary non-higher vocational education,Females,Åland,Education,,
2014,51 Post-secondary non-higher vocational education,Females,Unknown,Education,,
2014,62 Polytechnic bachelor's degree,Both sexes,Total,Education,261,140
2014,62 Polytechnic bachelor's degree,Both sexes,Uusimaa,Education,106,53
2014,62 Polytechnic bachelor's degree,Both sexes,Varsinais-Suomi,Education,18,10
2014,62 Polytechnic bachelor's degree,Both sexes,Satakunta,Education,2,
2014,62 Polytechnic bachelor's degree,Both sexes,Kanta-Häme,Education,3,
2014,62 Polytechnic bachelor's degree,Both sexes,Pirkanmaa,Education,23,11
2014,62 Polytechnic bachelor's degree,Both sexes,Päijät-Häme,Education,11,4
2014,62 Polytechnic bachelor's degree,Both sexes,Kymenlaakso,Education,8,
2014,62 Polytechnic bachelor's degree,Both sexes,South Karelia,Education,,
2014,62 Polytechnic bachelor's degree,Both sexes,Etelä-Savo,Education,3,
2014,62 Polytechnic bachelor's degree,Both sexes,Pohjois-Savo,Education,10,5
2014,62 Polytechnic bachelor's degree,Both sexes,North Karelia,Education,7,
2014,62 Polytechnic bachelor's degree,Both sexes,Central Finland,Education,16,8
2014,62 Polytechnic bachelor's degree,Both sexes,South Ostrobothnia,Education,4,
2014,62 Polytechnic bachelor's degree,Both sexes,Ostrobothnia,Education,5,
2014,62 Polytechnic bachelor's degree,Both sexes,Central Ostrobothnia,Education,14,7
2014,62 Polytechnic bachelor's degree,Both sexes,North Ostrobothnia,Education,24,13
2014,62 Polytechnic bachelor's degree,Both sexes,Kainuu,Education,1,
2014,62 Polytechnic bachelor's degree,Both sexes,Lapland,Education,6,
2014,62 Polytechnic bachelor's degree,Both sexes,Åland,Education,,
2014,62 Polytechnic bachelor's degree,Both sexes,Unknown,Education,,
2014,62 Polytechnic bachelor's degree,Males,Total,Education,82,53
2014,62 Polytechnic bachelor's degree,Males,Uusimaa,Education,34,22
2014,62 Polytechnic bachelor's degree,Males,Varsinais-Suomi,Education,4,
2014,62 Polytechnic bachelor's degree,Males,Satakunta,Education,,
2014,62 Polytechnic bachelor's degree,Males,Kanta-Häme,Education,,
2014,62 Polytechnic bachelor's degree,Males,Pirkanmaa,Education,6,
2014,62 Polytechnic bachelor's degree,Males,Päijät-Häme,Education,2,
2014,62 Polytechnic bachelor's degree,Males,Kymenlaakso,Education,2,
2014,62 Polytechnic bachelor's degree,Males,South Karelia,Education,,
2014,62 Polytechnic bachelor's degree,Males,Etelä-Savo,Education,2,
2014,62 Polytechnic bachelor's degree,Males,Pohjois-Savo,Education,5,
2014,62 Polytechnic bachelor's degree,Males,North Karelia,Education,5,
2014,62 Polytechnic bachelor's degree,Males,Central Finland,Education,5,
2014,62 Polytechnic bachelor's degree,Males,South Ostrobothnia,Education,,
2014,62 Polytechnic bachelor's degree,Males,Ostrobothnia,Education,3,
2014,62 Polytechnic bachelor's degree,Males,Central Ostrobothnia,Education,7,
2014,62 Polytechnic bachelor's degree,Males,North Ostrobothnia,Education,5,
2014,62 Polytechnic bachelor's degree,Males,Kainuu,Education,1,
2014,62 Polytechnic bachelor's degree,Males,Lapland,Education,1,
2014,62 Polytechnic bachelor's degree,Males,Åland,Education,,
2014,62 Polytechnic bachelor's degree,Males,Unknown,Education,,
2014,62 Polytechnic bachelor's degree,Females,Total,Education,179,87
2014,62 Polytechnic bachelor's degree,Females,Uusimaa,Education,72,31
2014,62 Polytechnic bachelor's degree,Females,Varsinais-Suomi,Education,14,7
2014,62 Polytechnic bachelor's degree,Females,Satakunta,Education,2,
2014,62 Polytechnic bachelor's degree,Females,Kanta-Häme,Education,3,
2014,62 Polytechnic bachelor's degree,Females,Pirkanmaa,Education,17,7
2014,62 Polytechnic bachelor's degree,Females,Päijät-Häme,Education,9,
2014,62 Polytechnic bachelor's degree,Females,Kymenlaakso,Education,6,
2014,62 Polytechnic bachelor's degree,Females,South Karelia,Education,,
2014,62 Polytechnic bachelor's degree,Females,Etelä-Savo,Education,1,
2014,62 Polytechnic bachelor's degree,Females,Pohjois-Savo,Education,5,
2014,62 Polytechnic bachelor's degree,Females,North Karelia,Education,2,
2014,62 Polytechnic bachelor's degree,Females,Central Finland,Education,11,5
2014,62 Polytechnic bachelor's degree,Females,South Ostrobothnia,Education,4,
2014,62 Polytechnic bachelor's degree,Females,Ostrobothnia,Education,2,
2014,62 Polytechnic bachelor's degree,Females,Central Ostrobothnia,Education,7,
2014,62 Polytechnic bachelor's degree,Females,North Ostrobothnia,Education,19,10
2014,62 Polytechnic bachelor's degree,Females,Kainuu,Education,,
2014,62 Polytechnic bachelor's degree,Females,Lapland,Education,5,
2014,62 Polytechnic bachelor's degree,Females,Åland,Education,,
2014,62 Polytechnic bachelor's degree,Females,Unknown,Education,,
2014,63 University bachelor degree,Both sexes,Total,Education,1009,266
2014,63 University bachelor degree,Both sexes,Uusimaa,Education,286,102
2014,63 University bachelor degree,Both sexes,Varsinais-Suomi,Education,100,20
2014,63 University bachelor degree,Both sexes,Satakunta,Education,50,13
2014,63 University bachelor degree,Both sexes,Kanta-Häme,Education,12,3
2014,63 University bachelor degree,Both sexes,Pirkanmaa,Education,91,23
2014,63 University bachelor degree,Both sexes,Päijät-Häme,Education,21,9
2014,63 University bachelor degree,Both sexes,Kymenlaakso,Education,11,5
2014,63 University bachelor degree,Both sexes,South Karelia,Education,12,8
2014,63 University bachelor degree,Both sexes,Etelä-Savo,Education,33,10
2014,63 University bachelor degree,Both sexes,Pohjois-Savo,Education,14,2
2014,63 University bachelor degree,Both sexes,North Karelia,Education,57,7
2014,63 University bachelor degree,Both sexes,Central Finland,Education,94,12
2014,63 University bachelor degree,Both sexes,South Ostrobothnia,Education,19,8
2014,63 University bachelor degree,Both sexes,Ostrobothnia,Education,59,28
2014,63 University bachelor degree,Both sexes,Central Ostrobothnia,Education,8,
2014,63 University bachelor degree,Both sexes,North Ostrobothnia,Education,99,8
2014,63 University bachelor degree,Both sexes,Kainuu,Education,8,
2014,63 University bachelor degree,Both sexes,Lapland,Education,35,3
2014,63 University bachelor degree,Both sexes,Åland,Education,,
2014,63 University bachelor degree,Both sexes,Unknown,Education,,
2014,63 University bachelor degree,Males,Total,Education,110,23
2014,63 University bachelor degree,Males,Uusimaa,Education,23,6
2014,63 University bachelor degree,Males,Varsinais-Suomi,Education,13,4
2014,63 University bachelor degree,Males,Satakunta,Education,12,1
2014,63 University bachelor degree,Males,Kanta-Häme,Education,,
2014,63 University bachelor degree,Males,Pirkanmaa,Education,12,3
2014,63 University bachelor degree,Males,Päijät-Häme,Education,2,
2014,63 University bachelor degree,Males,Kymenlaakso,Education,,
2014,63 University bachelor degree,Males,South Karelia,Education,1,
2014,63 University bachelor degree,Males,Etelä-Savo,Education,5,
2014,63 University bachelor degree,Males,Pohjois-Savo,Education,3,
2014,63 University bachelor degree,Males,North Karelia,Education,10,3
2014,63 University bachelor degree,Males,Central Finland,Education,6,
2014,63 University bachelor degree,Males,South Ostrobothnia,Education,1,
2014,63 University bachelor degree,Males,Ostrobothnia,Education,,
2014,63 University bachelor degree,Males,Central Ostrobothnia,Education,,
2014,63 University bachelor degree,Males,North Ostrobothnia,Education,12,2
2014,63 University bachelor degree,Males,Kainuu,Education,3,
2014,63 University bachelor degree,Males,Lapland,Education,7,
2014,63 University bachelor degree,Males,Åland,Education,,
2014,63 University bachelor degree,Males,Unknown,Education,,
2014,63 University bachelor degree,Females,Total,Education,899,243
2014,63 University bachelor degree,Females,Uusimaa,Education,263,96
2014,63 University bachelor degree,Females,Varsinais-Suomi,Education,87,16
2014,63 University bachelor degree,Females,Satakunta,Education,38,12
2014,63 University bachelor degree,Females,Kanta-Häme,Education,12,3
2014,63 University bachelor degree,Females,Pirkanmaa,Education,79,20
2014,63 University bachelor degree,Females,Päijät-Häme,Education,19,9
2014,63 University bachelor degree,Females,Kymenlaakso,Education,11,5
2014,63 University bachelor degree,Females,South Karelia,Education,11,7
2014,63 University bachelor degree,Females,Etelä-Savo,Education,28,8
2014,63 University bachelor degree,Females,Pohjois-Savo,Education,11,2
2014,63 University bachelor degree,Females,North Karelia,Education,47,4
2014,63 University bachelor degree,Females,Central Finland,Education,88,11
2014,63 University bachelor degree,Females,South Ostrobothnia,Education,18,8
2014,63 University bachelor degree,Females,Ostrobothnia,Education,59,28
2014,63 University bachelor degree,Females,Central Ostrobothnia,Education,8,
2014,63 University bachelor degree,Females,North Ostrobothnia,Education,87,6
2014,63 University bachelor degree,Females,Kainuu,Education,5,
2014,63 University bachelor degree,Females,Lapland,Education,28,3
2014,63 University bachelor degree,Females,Åland,Education,,
2014,63 University bachelor degree,Females,Unknown,Education,,
2014,71 Higher polytechnic degree (Master),Both sexes,Total,Education,9,
2014,71 Higher polytechnic degree (Master),Both sexes,Uusimaa,Education,4,
2014,71 Higher polytechnic degree (Master),Both sexes,Varsinais-Suomi,Education,1,
2014,71 Higher polytechnic degree (Master),Both sexes,Satakunta,Education,,
2014,71 Higher polytechnic degree (Master),Both sexes,Kanta-Häme,Education,,
2014,71 Higher polytechnic degree (Master),Both sexes,Pirkanmaa,Education,,
2014,71 Higher polytechnic degree (Master),Both sexes,Päijät-Häme,Education,,
2014,71 Higher polytechnic degree (Master),Both sexes,Kymenlaakso,Education,,
2014,71 Higher polytechnic degree (Master),Both sexes,South Karelia,Education,,
2014,71 Higher polytechnic degree (Master),Both sexes,Etelä-Savo,Education,,
2014,71 Higher polytechnic degree (Master),Both sexes,Pohjois-Savo,Education,,
2014,71 Higher polytechnic degree (Master),Both sexes,North Karelia,Education,,
2014,71 Higher polytechnic degree (Master),Both sexes,Central Finland,Education,,
2014,71 Higher polytechnic degree (Master),Both sexes,South Ostrobothnia,Education,1,
2014,71 Higher polytechnic degree (Master),Both sexes,Ostrobothnia,Education,,
2014,71 Higher polytechnic degree (Master),Both sexes,Central Ostrobothnia,Education,2,
2014,71 Higher polytechnic degree (Master),Both sexes,North Ostrobothnia,Education,,
2014,71 Higher polytechnic degree (Master),Both sexes,Kainuu,Education,1,
2014,71 Higher polytechnic degree (Master),Both sexes,Lapland,Education,,
2014,71 Higher polytechnic degree (Master),Both sexes,Åland,Education,,
2014,71 Higher polytechnic degree (Master),Both sexes,Unknown,Education,,
2014,71 Higher polytechnic degree (Master),Males,Total,Education,3,
2014,71 Higher polytechnic degree (Master),Males,Uusimaa,Education,2,
2014,71 Higher polytechnic degree (Master),Males,Varsinais-Suomi,Education,,
2014,71 Higher polytechnic degree (Master),Males,Satakunta,Education,,
2014,71 Higher polytechnic degree (Master),Males,Kanta-Häme,Education,,
2014,71 Higher polytechnic degree (Master),Males,Pirkanmaa,Education,,
2014,71 Higher polytechnic degree (Master),Males,Päijät-Häme,Education,,
2014,71 Higher polytechnic degree (Master),Males,Kymenlaakso,Education,,
2014,71 Higher polytechnic degree (Master),Males,South Karelia,Education,,
2014,71 Higher polytechnic degree (Master),Males,Etelä-Savo,Education,,
2014,71 Higher polytechnic degree (Master),Males,Pohjois-Savo,Education,,
2014,71 Higher polytechnic degree (Master),Males,North Karelia,Education,,
2014,71 Higher polytechnic degree (Master),Males,Central Finland,Education,,
2014,71 Higher polytechnic degree (Master),Males,South Ostrobothnia,Education,,
2014,71 Higher polytechnic degree (Master),Males,Ostrobothnia,Education,,
2014,71 Higher polytechnic degree (Master),Males,Central Ostrobothnia,Education,1,
2014,71 Higher polytechnic degree (Master),Males,North Ostrobothnia,Education,,
2014,71 Higher polytechnic degree (Master),Males,Kainuu,Education,,
2014,71 Higher polytechnic degree (Master),Males,Lapland,Education,,
2014,71 Higher polytechnic degree (Master),Males,Åland,Education,,
2014,71 Higher polytechnic degree (Master),Males,Unknown,Education,,
2014,71 Higher polytechnic degree (Master),Females,Total,Education,6,
2014,71 Higher polytechnic degree (Master),Females,Uusimaa,Education,2,
2014,71 Higher polytechnic degree (Master),Females,Varsinais-Suomi,Education,1,
2014,71 Higher polytechnic degree (Master),Females,Satakunta,Education,,
2014,71 Higher polytechnic degree (Master),Females,Kanta-Häme,Education,,
2014,71 Higher polytechnic degree (Master),Females,Pirkanmaa,Education,,
2014,71 Higher polytechnic degree (Master),Females,Päijät-Häme,Education,,
2014,71 Higher polytechnic degree (Master),Females,Kymenlaakso,Education,,
2014,71 Higher polytechnic degree (Master),Females,South Karelia,Education,,
2014,71 Higher polytechnic degree (Master),Females,Etelä-Savo,Education,,
2014,71 Higher polytechnic degree (Master),Females,Pohjois-Savo,Education,,
2014,71 Higher polytechnic degree (Master),Females,North Karelia,Education,,
2014,71 Higher polytechnic degree (Master),Females,Central Finland,Education,,
2014,71 Higher polytechnic degree (Master),Females,South Ostrobothnia,Education,1,
2014,71 Higher polytechnic degree (Master),Females,Ostrobothnia,Education,,
2014,71 Higher polytechnic degree (Master),Females,Central Ostrobothnia,Education,1,
2014,71 Higher polytechnic degree (Master),Females,North Ostrobothnia,Education,,
2014,71 Higher polytechnic degree (Master),Females,Kainuu,Education,1,
2014,71 Higher polytechnic degree (Master),Females,Lapland,Education,,
2014,71 Higher polytechnic degree (Master),Females,Åland,Education,,
2014,71 Higher polytechnic degree (Master),Females,Unknown,Education,,
2014,72 Higher university degree (Master),Both sexes,Total,Education,1473,1197
2014,72 Higher university degree (Master),Both sexes,Uusimaa,Education,473,405
2014,72 Higher university degree (Master),Both sexes,Varsinais-Suomi,Education,125,97
2014,72 Higher university degree (Master),Both sexes,Satakunta,Education,48,42
2014,72 Higher university degree (Master),Both sexes,Kanta-Häme,Education,28,23
2014,72 Higher university degree (Master),Both sexes,Pirkanmaa,Education,121,101
2014,72 Higher university degree (Master),Both sexes,Päijät-Häme,Education,39,35
2014,72 Higher university degree (Master),Both sexes,Kymenlaakso,Education,31,26
2014,72 Higher university degree (Master),Both sexes,South Karelia,Education,30,27
2014,72 Higher university degree (Master),Both sexes,Etelä-Savo,Education,22,20
2014,72 Higher university degree (Master),Both sexes,Pohjois-Savo,Education,48,37
2014,72 Higher university degree (Master),Both sexes,North Karelia,Education,57,41
2014,72 Higher university degree (Master),Both sexes,Central Finland,Education,93,66
2014,72 Higher university degree (Master),Both sexes,South Ostrobothnia,Education,42,36
2014,72 Higher university degree (Master),Both sexes,Ostrobothnia,Education,69,58
2014,72 Higher university degree (Master),Both sexes,Central Ostrobothnia,Education,16,15
2014,72 Higher university degree (Master),Both sexes,North Ostrobothnia,Education,155,109
2014,72 Higher university degree (Master),Both sexes,Kainuu,Education,22,18
2014,72 Higher university degree (Master),Both sexes,Lapland,Education,52,39
2014,72 Higher university degree (Master),Both sexes,Åland,Education,,
2014,72 Higher university degree (Master),Both sexes,Unknown,Education,2,
2014,72 Higher university degree (Master),Males,Total,Education,257,207
2014,72 Higher university degree (Master),Males,Uusimaa,Education,62,47
2014,72 Higher university degree (Master),Males,Varsinais-Suomi,Education,25,20
2014,72 Higher university degree (Master),Males,Satakunta,Education,9,
